sim_id,utid,uid,experiment,sign,trial_name,judgement,judgement_accuracy,judgement_to_MAP,judgement_to_weighted_MAP,part_theta,part_indirect_errors,theta,sigma,internal_state,decay_rate,ground_truth,map_graph,accuracy,map_graph_weighted,accuracy_weighted,model_indirect_errors,theta_MAP,sigma_MAP,theta_MAP_weighted,sigma_MAP_weighted,converged,0->1,0->2,1->0,1->2,2->0,2->1,theta_H,sigma_H,num_indirect_links,indirect_links_loc
1-56da8da8c5b248000ae2adaf-ccause_3-generic_0-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-56da8da8c5b248000ae2adaf-ccause_3-generic_0,,1,,ccause,[0.5 0.5 0.  0.  0.  0. ],0.878732187,0.8675467642934956,0.867546764,0.5,0,0.5,3,LC_discrete_att_&_att,0,[1 1 0 0 0 0],[1. 1. 0. 0. 0. 0.],1.0,[ 1.  1. -0. -0.  0. -0.],1.0,0,,,,,,1.2500000000000001e-73,6.12e-57,3.24e-38,1.11e-45,5.43e-19,5.19e-19,,,0,[False False False False False False]
1-56da8da8c5b248000ae2adaf-collider_2-generic_1-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-56da8da8c5b248000ae2adaf-collider_2-generic_1,,1,,collider,[0.  0.5 0.  0.5 0.  0. ],0.636196562,0.6026402928804868,0.602640293,0.5,0,0.5,3,LC_discrete_att_&_att,0,[ 0 -1  0 -1  0  0],[ 0. -1.  0. -1.  0.  0.],1.0,[-0. -1.  0. -1.  0. -0.],1.0,0,,,,,,1.69e-40,0.060858701,6.4e-19,2.54e-19,7.36e-106,2.32e-98,,,0,[False False False False False False]
1-56da8da8c5b248000ae2adaf-crime_4-label-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-56da8da8c5b248000ae2adaf-crime_4-label,,1,,crime,[-0.5  0.   0.5 -0.5  0.   0. ],0.860427368,0.8438262381113939,0.843826238,0.5,2,0.5,3,LC_discrete_att_&_att,0,[-1.  -0.5  1.  -0.5  0.   0. ],[-1.  0.  1. -1.  0.  0.],0.886039424,[-1. -0.  1. -1. -0.  0.],0.886039424,2,,,,,,2.12e-31,2.47e-20,4.13e-36,2.66e-26,2.23e-30,1.24e-31,,,2,[False  True False  True False False]
1-56da8da8c5b248000ae2adaf-pos_chain_3-generic_2-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-56da8da8c5b248000ae2adaf-pos_chain_3-generic_2,,1,pos,chain,[1.  0.5 0.  0.5 0.  0.5],0.851477869,0.8551586351244197,0.855158635,0.5,1,0.5,3,LC_discrete_att_&_att,0,[1 0 0 1 0 0],[1. 1. 0. 1. 0. 0.],0.828501415,[ 1.  1. -0.  1.  0.  0.],0.828501415,1,,,,,,5.13e-96,3.57e-10,9.23e-39,1.51e-37,4.41e-35,1.66e-35,,,1,[False  True False False False False]
1-57e91ff08dcd2c00014bea18-ccause_2-generic_0-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-57e91ff08dcd2c00014bea18-ccause_2-generic_0,,1,,ccause,[0.5 0.5 0.  0.  0.  0. ],0.878732187,0.8675467642934956,0.867546764,0.5,0,0.5,3,LC_discrete_att_&_att,0,[1 1 0 0 0 0],[1. 1. 0. 0. 0. 0.],1.0,[ 1.  1.  0.  0. -0.  0.],1.0,0,,,,,,5.809999999999999e-48,1.36e-65,4.17e-43,5.11e-50,4.03e-16,1.19e-19,,,0,[False False False False False False]
1-57e91ff08dcd2c00014bea18-collider_2-generic_1-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-57e91ff08dcd2c00014bea18-collider_2-generic_1,,1,,collider,[ 0. -1.  0. -1.  0.  0.],1.0,1.0,1.0,0.5,0,0.5,3,LC_discrete_att_&_att,0,[ 0 -1  0 -1  0  0],[ 0. -1.  0. -1.  0.  0.],1.0,[ 0. -1.  0. -1.  0. -0.],1.0,0,,,,,,1.61e-91,1.97e-78,1.6499999999999998e-94,8.02e-105,4.26e-53,9.97e-46,,,0,[False False False False False False]
1-57e91ff08dcd2c00014bea18-crime_control_3-nolabel_control-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-57e91ff08dcd2c00014bea18-crime_control_3-nolabel_control,,1,control,crime,[-1.  -0.5  0.5 -0.5  0.   0. ],0.919417704,0.8817375208021835,0.881737521,0.5,1,0.5,3,LC_discrete_att_&_att,0,[-1.  -0.5  1.  -0.5  0.   0. ],[-1.   0.   1.  -0.5  0.   0. ],0.919417704,[-1.  -0.   1.  -0.5 -0.   0. ],0.919417704,1,,,,,,1.11e-52,1.56e-10,1.1000000000000002e-129,1.15e-76,5.54e-49,2.25e-90,,,2,[False  True False  True False False]
1-57e91ff08dcd2c00014bea18-pos_chain_3-generic_3-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-57e91ff08dcd2c00014bea18-pos_chain_3-generic_3,,1,pos,chain,[1.  0.5 0.  1.  0.  0. ],0.914250707,1.0,1.0,0.5,1,0.5,3,LC_discrete_att_&_att,0,[1 0 0 1 0 0],[1.  0.5 0.  1.  0.  0. ],0.914250707,[ 1.   0.5 -0.   1.  -0.   0. ],0.914250707,1,,,,,,6.77e-117,6.78e-109,8.85e-45,2.9699999999999997e-55,4.3799999999999995e-82,6.36e-48,,,1,[False  True False False False False]
1-5999ad2a0ed7ae0001991b57-ccause_3-generic_0-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-5999ad2a0ed7ae0001991b57-ccause_3-generic_0,,1,,ccause,[ 1.   1.   0.  -0.5  0.   0. ],0.914250707,0.91695452014626,0.91695452,0.5,0,0.5,3,LC_discrete_att_&_att,0,[1 1 0 0 0 0],[1. 1. 0. 0. 0. 0.],1.0,[ 1.  1. -0. -0.  0. -0.],1.0,0,,,,,,1.72e-14,9.240000000000001e-21,6.24e-50,5.0399999999999994e-30,7.34e-11,1.75e-13,,,0,[False False False False False False]
1-5999ad2a0ed7ae0001991b57-collider_3-generic_1-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-5999ad2a0ed7ae0001991b57-collider_3-generic_1,,1,,collider,[0.  0.5 0.5 1.  0.  0. ],0.878732187,0.8778305556436947,0.877830556,0.5,0,0.5,3,LC_discrete_att_&_att,0,[0 1 0 1 0 0],[0. 1. 0. 1. 0. 0.],1.0,[-0.  1.  0.  1. -0.  0.],1.0,0,,,,,,1.1800000000000002e-79,2.4699999999999998e-42,4.66e-34,9.54e-17,1.2e-57,4.57e-67,,,0,[False False False False False False]
1-5999ad2a0ed7ae0001991b57-crime_3-label-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-5999ad2a0ed7ae0001991b57-crime_3-label,,1,,crime,[-1.  -0.5  1.  -1.   0.5  0.5],0.860427368,0.8719631200671041,0.87196312,0.5,2,0.5,3,LC_discrete_att_&_att,0,[-1.  -0.5  1.  -0.5  0.   0. ],[-1.  0.  1. -1.  0.  0.],0.886039424,[-1. -0.  1. -1.  0.  0.],0.886039424,2,,,,,,3.05e-16,1.28e-07,3.1199999999999996e-45,1.84e-13,3.06e-74,1.48e-65,,,2,[False  True False  True False False]
1-5999ad2a0ed7ae0001991b57-pos_chain_3-generic_2-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-5999ad2a0ed7ae0001991b57-pos_chain_3-generic_2,,1,pos,chain,[1.  0.5 0.  0.5 0.  0. ],0.878732187,0.8778305556436947,0.877830556,0.5,0,0.5,3,LC_discrete_att_&_att,0,[1 0 0 1 0 0],[1. 0. 0. 1. 0. 0.],1.0,[ 1.  0. -0.  1. -0. -0.],1.0,0,,,,,,1.47e-14,0.000158492,1.08e-20,1.6700000000000001e-22,1.3400000000000002e-21,4.6100000000000006e-21,,,1,[False  True False False False False]
1-5aead02c78b0060001e6b394-ccause_3-generic_0-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-5aead02c78b0060001e6b394-ccause_3-generic_0,,1,,ccause,[0.5 0.5 0.  0.  0.  0. ],0.878732187,0.8675467642934956,0.867546764,0.5,0,0.5,3,LC_discrete_att_&_att,0,[1 1 0 0 0 0],[1. 1. 0. 0. 0. 0.],1.0,[1. 1. 0. 0. 0. 0.],1.0,0,,,,,,1.84e-08,0.007408185,3.52e-07,1.74e-07,6.28e-10,1.64e-14,,,0,[False False False False False False]
1-5aead02c78b0060001e6b394-collider_3-generic_1-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-5aead02c78b0060001e6b394-collider_3-generic_1,,1,,collider,[0.  0.5 0.5 0.5 0.  0. ],0.851477869,0.8724846573873324,0.872484657,0.5,0,0.5,3,LC_discrete_att_&_att,0,[0 1 0 1 0 0],[0.  1.  0.  0.5 0.  0. ],0.914250707,[-0.   1.   0.   0.5  0.  -0. ],0.914250707,0,,,,,,5.58e-07,5.43e-08,1.78e-14,0.000354216,1.04e-13,1.53e-12,,,0,[False False False False False False]
1-5aead02c78b0060001e6b394-crime_control_1-nolabel_control-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-5aead02c78b0060001e6b394-crime_control_1-nolabel_control,,1,control,crime,[-0.5  0.   0.5 -0.5  0.   0. ],0.860427368,0.8724846573873324,0.864137803,0.5,1,0.5,3,LC_discrete_att_&_att,0,[-1.  -0.5  1.  -0.5  0.   0. ],[-1.   0.   1.  -0.5  0.   0. ],0.919417704,[-1.   -0.    1.   -0.5   0.1   0.24],0.909174064,1,,,,,,0.000117399,0.002350394,1.7e-09,4.56e-06,0.750183199,1.006494467,,,2,[False  True False  True False False]
1-5aead02c78b0060001e6b394-pos_chain_3-generic_3-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-5aead02c78b0060001e6b394-pos_chain_3-generic_3,,1,pos,chain,[-0.5  0.5 -0.5  0.5 -0.5 -0.5],0.679155526,0.6944949536696107,0.692212194,0.5,0,0.5,3,LC_discrete_att_&_att,0,[1 0 0 1 0 0],[1. 0. 0. 1. 0. 0.],1.0,[1.   0.   0.   1.   0.   0.05],0.991425071,0,,,,,,2.13e-14,1.3e-08,0.000559303,5.09e-09,4.78e-12,0.496989382,,,1,[False  True False False False False]
1-5b8bbd437073290001839123-ccause_2-generic_0-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-5b8bbd437073290001839123-ccause_2-generic_0,,1,,ccause,[0.5 0.5 0.  0.  0.  0. ],0.878732187,0.8675467642934956,0.867546764,0.5,0,0.5,3,LC_discrete_att_&_att,0,[1 1 0 0 0 0],[1. 1. 0. 0. 0. 0.],1.0,[ 1.  1.  0. -0. -0. -0.],1.0,0,,,,,,1.17e-28,2.47e-22,3.03e-101,5.87e-109,1.1099999999999999e-23,1.7e-25,,,0,[False False False False False False]
1-5b8bbd437073290001839123-collider_3-generic_1-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-5b8bbd437073290001839123-collider_3-generic_1,,1,,collider,[ 0.  -0.5 -0.5  0.5  0.   0. ],0.715601771,0.7009500136951298,0.700950014,0.5,0,0.5,3,LC_discrete_att_&_att,0,[0 1 0 1 0 0],[0. 1. 0. 1. 0. 0.],1.0,[ 0.  1.  0.  1. -0. -0.],1.0,0,,,,,,1.03e-25,9.42e-29,6.06e-116,4.42e-145,5.41e-18,1.99e-12,,,0,[False False False False False False]
1-5b8bbd437073290001839123-crime_2-label-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-5b8bbd437073290001839123-crime_2-label,,1,,crime,[-1.  -0.5  0.5 -0.5  0.   0. ],0.919417704,0.8551586351244197,0.855158635,0.5,2,0.5,3,LC_discrete_att_&_att,0,[-1.  -0.5  1.  -0.5  0.   0. ],[-1.  0.  1. -1.  0.  0.],0.886039424,[-1. -0.  1. -1. -0. -0.],0.886039424,2,,,,,,3.2300000000000003e-72,8.1e-44,1.51e-39,1.22e-06,4.43e-35,1.02e-44,,,2,[False  True False  True False False]
1-5b8bbd437073290001839123-pos_chain_2-generic_2-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-5b8bbd437073290001839123-pos_chain_2-generic_2,,1,neg,chain,[-1.   0.5  0.  -0.5  0.   0. ],0.878732187,0.740839472325592,0.913613157,0.5,1,0.5,3,LC_discrete_att_&_att,0,[-1  0  0 -1  0  0],[-1.   0.5  0.  -1.  -1.  -1. ],0.742752122,[-1.   0.5  0.  -1.  -0.  -0. ],0.914250707,1,,,,,,5.71e-76,9.62e-30,2.72e-41,7.869999999999999e-45,2.321928095,2.321928095,,,1,[False  True False False False False]
1-5bcdd6be25295a0001a71beb-ccause_2-generic_0-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-5bcdd6be25295a0001a71beb-ccause_2-generic_0,,1,,ccause,[ 1.   1.   0.  -0.5  0.   0. ],0.914250707,0.91695452014626,0.91695452,0.5,0,0.5,3,LC_discrete_att_&_att,0,[1 1 0 0 0 0],[1. 1. 0. 0. 0. 0.],1.0,[ 1.  1. -0. -0. -0. -0.],1.0,0,,,,,,3.26e-57,1.8000000000000001e-65,3.869440362316e-312,6.640000000000001e-248,5.49e-50,6.38e-38,,,0,[False False False False False False]
1-5bcdd6be25295a0001a71beb-collider_3-generic_1-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-5bcdd6be25295a0001a71beb-collider_3-generic_1,,1,,collider,[ 0.   1.  -0.5  1.   0.  -0.5],0.878732187,0.886039423540362,0.886039424,0.5,0,0.5,3,LC_discrete_att_&_att,0,[0 1 0 1 0 0],[0. 1. 0. 1. 0. 0.],1.0,[-0.  1. -0.  1.  0.  0.],1.0,0,,,,,,1.2e-69,2.21e-78,1.2099999999999999e-92,3.7e-64,7.16e-207,1.24e-202,,,0,[False False False False False False]
1-5bcdd6be25295a0001a71beb-crime_3-label-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-5bcdd6be25295a0001a71beb-crime_3-label,,1,,crime,[-1.  -0.5  1.  -1.   0.  -0.5],0.886039424,0.8927887465162205,0.892788747,0.5,2,0.5,3,LC_discrete_att_&_att,0,[-1.  -0.5  1.  -0.5  0.   0. ],[-1.  0.  1. -1.  0.  0.],0.886039424,[-1. -0.  1. -1. -0.  0.],0.886039424,2,,,,,,4.5e-133,3.0500000000000003e-56,5.7e-90,1.31e-34,1.71e-301,1.6299999999999999e-277,,,2,[False  True False  True False False]
1-5bcdd6be25295a0001a71beb-pos_chain_3-generic_2-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-5bcdd6be25295a0001a71beb-pos_chain_3-generic_2,,1,pos,chain,[ 1.   1.  -0.5  1.   0.  -0.5],0.789957987,0.8927887465162205,0.892788747,0.5,1,0.5,3,LC_discrete_att_&_att,0,[1 0 0 1 0 0],[1. 1. 0. 1. 0. 0.],0.828501415,[ 1.  1. -0.  1.  0.  0.],0.828501415,1,,,,,,8.12e-126,7.24e-85,5.77e-130,3.79e-154,3.3e-101,3.51e-66,,,1,[False  True False False False False]
1-5be87e33a14b540001aa2ea5-ccause_3-generic_0-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-5be87e33a14b540001aa2ea5-ccause_3-generic_0,,1,,ccause,[ 0.5  0.5  0.   0.   0.  -0.5],0.851477869,0.8438262381113939,0.843826238,0.5,0,0.5,3,LC_discrete_att_&_att,0,[1 1 0 0 0 0],[1. 1. 0. 0. 0. 0.],1.0,[ 1.  1. -0. -0. -0. -0.],1.0,0,,,,,,1.34e-11,2.1e-15,3.99e-101,3.13e-61,2e-20,1.14e-14,,,0,[False False False False False False]
1-5be87e33a14b540001aa2ea5-collider_3-generic_1-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-5be87e33a14b540001aa2ea5-collider_3-generic_1,,1,,collider,[ 0.   0.5  0.   0.5  0.  -0.5],0.851477869,0.8438262381113939,0.843826238,0.5,0,0.5,3,LC_discrete_att_&_att,0,[0 1 0 1 0 0],[0. 1. 0. 1. 0. 0.],1.0,[-0.  1.  0.  1.  0. -0.],1.0,0,,,,,,1.09e-60,1.7800000000000002e-73,2.24e-148,4.73e-174,3.06e-91,5.660000000000001e-103,,,0,[False False False False False False]
1-56da8da8c5b248000ae2adaf-ccause_3-generic_0-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-56da8da8c5b248000ae2adaf-ccause_3-generic_0,,1,,ccause,[0.5 0.5 0.  0.  0.  0. ],0.878732187,0.8675467642934956,0.867546764,0.5,0,0.5,3,LC_discrete_att_&_att,0,[1 1 0 0 0 0],[1. 1. 0. 0. 0. 0.],1.0,[ 1.  1. -0. -0.  0. -0.],1.0,0,,,,,,1.2500000000000001e-73,6.12e-57,3.24e-38,1.11e-45,5.43e-19,5.19e-19,,,0,[False False False False False False]
1-56da8da8c5b248000ae2adaf-collider_2-generic_1-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-56da8da8c5b248000ae2adaf-collider_2-generic_1,,1,,collider,[0.  0.5 0.  0.5 0.  0. ],0.636196562,0.6026402928804868,0.602640293,0.5,0,0.5,3,LC_discrete_att_&_att,0,[ 0 -1  0 -1  0  0],[ 0. -1.  0. -1.  0.  0.],1.0,[-0. -1.  0. -1.  0. -0.],1.0,0,,,,,,1.69e-40,0.060858701,6.4e-19,2.54e-19,7.36e-106,2.32e-98,,,0,[False False False False False False]
1-56da8da8c5b248000ae2adaf-crime_4-label-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-56da8da8c5b248000ae2adaf-crime_4-label,,1,,crime,[-0.5  0.   0.5 -0.5  0.   0. ],0.860427368,0.8438262381113939,0.843826238,0.5,2,0.5,3,LC_discrete_att_&_att,0,[-1.  -0.5  1.  -0.5  0.   0. ],[-1.  0.  1. -1.  0.  0.],0.886039424,[-1. -0.  1. -1. -0.  0.],0.886039424,2,,,,,,2.12e-31,2.47e-20,4.13e-36,2.66e-26,2.23e-30,1.24e-31,,,2,[False  True False  True False False]
1-56da8da8c5b248000ae2adaf-pos_chain_3-generic_2-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-56da8da8c5b248000ae2adaf-pos_chain_3-generic_2,,1,pos,chain,[1.  0.5 0.  0.5 0.  0.5],0.851477869,0.8551586351244197,0.855158635,0.5,1,0.5,3,LC_discrete_att_&_att,0,[1 0 0 1 0 0],[1. 1. 0. 1. 0. 0.],0.828501415,[ 1.  1. -0.  1.  0.  0.],0.828501415,1,,,,,,5.13e-96,3.57e-10,9.23e-39,1.51e-37,4.41e-35,1.66e-35,,,1,[False  True False False False False]
1-57e91ff08dcd2c00014bea18-ccause_2-generic_0-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-57e91ff08dcd2c00014bea18-ccause_2-generic_0,,1,,ccause,[0.5 0.5 0.  0.  0.  0. ],0.878732187,0.8675467642934956,0.867546764,0.5,0,0.5,3,LC_discrete_att_&_att,0,[1 1 0 0 0 0],[1. 1. 0. 0. 0. 0.],1.0,[ 1.  1.  0.  0. -0.  0.],1.0,0,,,,,,5.809999999999999e-48,1.36e-65,4.17e-43,5.11e-50,4.03e-16,1.19e-19,,,0,[False False False False False False]
1-57e91ff08dcd2c00014bea18-collider_2-generic_1-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-57e91ff08dcd2c00014bea18-collider_2-generic_1,,1,,collider,[ 0. -1.  0. -1.  0.  0.],1.0,1.0,1.0,0.5,0,0.5,3,LC_discrete_att_&_att,0,[ 0 -1  0 -1  0  0],[ 0. -1.  0. -1.  0.  0.],1.0,[ 0. -1.  0. -1.  0. -0.],1.0,0,,,,,,1.61e-91,1.97e-78,1.6499999999999998e-94,8.02e-105,4.26e-53,9.97e-46,,,0,[False False False False False False]
1-57e91ff08dcd2c00014bea18-crime_control_3-nolabel_control-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-57e91ff08dcd2c00014bea18-crime_control_3-nolabel_control,,1,control,crime,[-1.  -0.5  0.5 -0.5  0.   0. ],0.919417704,0.8817375208021835,0.881737521,0.5,1,0.5,3,LC_discrete_att_&_att,0,[-1.  -0.5  1.  -0.5  0.   0. ],[-1.   0.   1.  -0.5  0.   0. ],0.919417704,[-1.  -0.   1.  -0.5 -0.   0. ],0.919417704,1,,,,,,1.11e-52,1.56e-10,1.1000000000000002e-129,1.15e-76,5.54e-49,2.25e-90,,,2,[False  True False  True False False]
1-57e91ff08dcd2c00014bea18-pos_chain_3-generic_3-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-57e91ff08dcd2c00014bea18-pos_chain_3-generic_3,,1,pos,chain,[1.  0.5 0.  1.  0.  0. ],0.914250707,1.0,1.0,0.5,1,0.5,3,LC_discrete_att_&_att,0,[1 0 0 1 0 0],[1.  0.5 0.  1.  0.  0. ],0.914250707,[ 1.   0.5 -0.   1.  -0.   0. ],0.914250707,1,,,,,,6.77e-117,6.78e-109,8.85e-45,2.9699999999999997e-55,4.3799999999999995e-82,6.36e-48,,,1,[False  True False False False False]
1-5999ad2a0ed7ae0001991b57-ccause_3-generic_0-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-5999ad2a0ed7ae0001991b57-ccause_3-generic_0,,1,,ccause,[ 1.   1.   0.  -0.5  0.   0. ],0.914250707,0.91695452014626,0.91695452,0.5,0,0.5,3,LC_discrete_att_&_att,0,[1 1 0 0 0 0],[1. 1. 0. 0. 0. 0.],1.0,[ 1.  1. -0. -0.  0. -0.],1.0,0,,,,,,1.72e-14,9.240000000000001e-21,6.24e-50,5.0399999999999994e-30,7.34e-11,1.75e-13,,,0,[False False False False False False]
1-5999ad2a0ed7ae0001991b57-collider_3-generic_1-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-5999ad2a0ed7ae0001991b57-collider_3-generic_1,,1,,collider,[0.  0.5 0.5 1.  0.  0. ],0.878732187,0.8778305556436947,0.877830556,0.5,0,0.5,3,LC_discrete_att_&_att,0,[0 1 0 1 0 0],[0. 1. 0. 1. 0. 0.],1.0,[-0.  1.  0.  1. -0.  0.],1.0,0,,,,,,1.1800000000000002e-79,2.4699999999999998e-42,4.66e-34,9.54e-17,1.2e-57,4.57e-67,,,0,[False False False False False False]
1-5999ad2a0ed7ae0001991b57-crime_3-label-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-5999ad2a0ed7ae0001991b57-crime_3-label,,1,,crime,[-1.  -0.5  1.  -1.   0.5  0.5],0.860427368,0.8719631200671041,0.87196312,0.5,2,0.5,3,LC_discrete_att_&_att,0,[-1.  -0.5  1.  -0.5  0.   0. ],[-1.  0.  1. -1.  0.  0.],0.886039424,[-1. -0.  1. -1.  0.  0.],0.886039424,2,,,,,,3.05e-16,1.28e-07,3.1199999999999996e-45,1.84e-13,3.06e-74,1.48e-65,,,2,[False  True False  True False False]
1-5999ad2a0ed7ae0001991b57-pos_chain_3-generic_2-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-5999ad2a0ed7ae0001991b57-pos_chain_3-generic_2,,1,pos,chain,[1.  0.5 0.  0.5 0.  0. ],0.878732187,0.8778305556436947,0.877830556,0.5,0,0.5,3,LC_discrete_att_&_att,0,[1 0 0 1 0 0],[1. 0. 0. 1. 0. 0.],1.0,[ 1.  0. -0.  1. -0. -0.],1.0,0,,,,,,1.47e-14,0.000158492,1.08e-20,1.6700000000000001e-22,1.3400000000000002e-21,4.6100000000000006e-21,,,1,[False  True False False False False]
1-5aead02c78b0060001e6b394-ccause_3-generic_0-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-5aead02c78b0060001e6b394-ccause_3-generic_0,,1,,ccause,[0.5 0.5 0.  0.  0.  0. ],0.878732187,0.8675467642934956,0.867546764,0.5,0,0.5,3,LC_discrete_att_&_att,0,[1 1 0 0 0 0],[1. 1. 0. 0. 0. 0.],1.0,[1. 1. 0. 0. 0. 0.],1.0,0,,,,,,1.84e-08,0.007408185,3.52e-07,1.74e-07,6.28e-10,1.64e-14,,,0,[False False False False False False]
1-5aead02c78b0060001e6b394-collider_3-generic_1-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-5aead02c78b0060001e6b394-collider_3-generic_1,,1,,collider,[0.  0.5 0.5 0.5 0.  0. ],0.851477869,0.8724846573873324,0.872484657,0.5,0,0.5,3,LC_discrete_att_&_att,0,[0 1 0 1 0 0],[0.  1.  0.  0.5 0.  0. ],0.914250707,[-0.   1.   0.   0.5  0.  -0. ],0.914250707,0,,,,,,5.58e-07,5.43e-08,1.78e-14,0.000354216,1.04e-13,1.53e-12,,,0,[False False False False False False]
1-5aead02c78b0060001e6b394-crime_control_1-nolabel_control-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-5aead02c78b0060001e6b394-crime_control_1-nolabel_control,,1,control,crime,[-0.5  0.   0.5 -0.5  0.   0. ],0.860427368,0.8724846573873324,0.864137803,0.5,1,0.5,3,LC_discrete_att_&_att,0,[-1.  -0.5  1.  -0.5  0.   0. ],[-1.   0.   1.  -0.5  0.   0. ],0.919417704,[-1.   -0.    1.   -0.5   0.1   0.24],0.909174064,1,,,,,,0.000117399,0.002350394,1.7e-09,4.56e-06,0.750183199,1.006494467,,,2,[False  True False  True False False]
1-5aead02c78b0060001e6b394-pos_chain_3-generic_3-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-5aead02c78b0060001e6b394-pos_chain_3-generic_3,,1,pos,chain,[-0.5  0.5 -0.5  0.5 -0.5 -0.5],0.679155526,0.6944949536696107,0.692212194,0.5,0,0.5,3,LC_discrete_att_&_att,0,[1 0 0 1 0 0],[1. 0. 0. 1. 0. 0.],1.0,[1.   0.   0.   1.   0.   0.05],0.991425071,0,,,,,,2.13e-14,1.3e-08,0.000559303,5.09e-09,4.78e-12,0.496989382,,,1,[False  True False False False False]
1-5b8bbd437073290001839123-ccause_2-generic_0-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-5b8bbd437073290001839123-ccause_2-generic_0,,1,,ccause,[0.5 0.5 0.  0.  0.  0. ],0.878732187,0.8675467642934956,0.867546764,0.5,0,0.5,3,LC_discrete_att_&_att,0,[1 1 0 0 0 0],[1. 1. 0. 0. 0. 0.],1.0,[ 1.  1.  0. -0. -0. -0.],1.0,0,,,,,,1.17e-28,2.47e-22,3.03e-101,5.87e-109,1.1099999999999999e-23,1.7e-25,,,0,[False False False False False False]
1-5b8bbd437073290001839123-collider_3-generic_1-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-5b8bbd437073290001839123-collider_3-generic_1,,1,,collider,[ 0.  -0.5 -0.5  0.5  0.   0. ],0.715601771,0.7009500136951298,0.700950014,0.5,0,0.5,3,LC_discrete_att_&_att,0,[0 1 0 1 0 0],[0. 1. 0. 1. 0. 0.],1.0,[ 0.  1.  0.  1. -0. -0.],1.0,0,,,,,,1.03e-25,9.42e-29,6.06e-116,4.42e-145,5.41e-18,1.99e-12,,,0,[False False False False False False]
1-5b8bbd437073290001839123-crime_2-label-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,1-5b8bbd437073290001839123-crime_2-label,,1,,crime,[-1.  -0.5  0.5 -0.5  0.   0. ],0.919417704,0.8551586351244197,0.855158635,0.5,2,0.5,3,LC_discrete_att_&_att,0,[-1.  -0.5  1.  -0.5  0.   0. ],[-1.  0.  1. -1.  0.  0.],0.886039424,[-1. -0.  1. -1. -0. -0.],0.886039424,2,,,,,,3.2300000000000003e-72,8.1e-44,1.51e-39,1.22e-06,4.43e-35,1.02e-44,,,2,[False  True False  True False False]
