sim_id,utid,uid,experiment,sign,trial_name,judgement,judgement_accuracy,judgement_to_MAP,judgement_to_weighted_MAP,part_theta,part_indirect_errors,theta,sigma,internal_state,decay_rate,ground_truth,map_graph,accuracy,map_graph_weighted,accuracy_weighted,model_indirect_errors,theta_MAP,sigma_MAP,theta_MAP_weighted,sigma_MAP_weighted,converged,0->1,0->2,1->0,1->2,2->0,2->1,theta_H,sigma_H,num_indirect_links,indirect_links_loc
2-5f2dbc04160a0f0d88ee4440-pos_chain_3-generic_0-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f2dbc04160a0f0d88ee4440-pos_chain_3-generic_0,,2,pos,chain,[ 0.   0.   0.5  0.   0.  -0.5],0.728836928,0.6893696279013022,0.689369628,0.5,1,0.5,3,LC_discrete_att_&_att,0,[1 0 0 1 0 0],[1.  0.5 0.  1.  0.  0. ],0.914250707,[ 1.   0.5 -0.   1.  -0.   0. ],0.914250707,1,,,,,,2.4300000000000003e-21,5.49e-15,3.71e-10,1.44e-13,5.8e-08,3.63e-08,,,1,[False  True False False False False]
2-5f31671e69023f000b0c0547-confound_2-generic_0-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f31671e69023f000b0c0547-confound_2-generic_0,,2,pos,confound,[1.  0.5 0.  0.5 0.  0. ],0.91695452,0.8778305556436947,0.877830556,0.5,1,0.5,3,LC_discrete_att_&_att,0,[1.  0.5 0.  1.  0.  0. ],[1. 1. 0. 1. 0. 0.],0.91695452,[ 1.  1.  0.  1. -0. -0.],0.91695452,1,,,,,,1.7e-165,3.13e-29,1.95e-72,5.31e-102,7.85e-42,7.350000000000001e-43,,,1,[False  True False False False False]
2-5f31671e69023f000b0c0547-crime_4-implausible-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f31671e69023f000b0c0547-crime_4-implausible,,2,,crime,[ 0.5 -0.5 -1.   0.5  0.   1. ],0.868693567,0.8892302448756577,0.889230245,0.5,1,0.5,3,LC_discrete_att_&_att,0,[ 1.  -0.5 -0.5  1.   0.   1. ],[ 0.5 -0.5 -0.5  1.   0.   1. ],0.924190196,[ 0.5 -0.5 -0.5  1.  -0.   1. ],0.924190196,1,,,,,,6.08e-94,1.21e-100,3.58e-163,5.159999999999999e-207,5.820000000000001e-31,1.66e-111,,,3,[ True  True False False  True False]
2-5f31671e69023f000b0c0547-estate_4-incongruent-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f31671e69023f000b0c0547-estate_4-incongruent,,2,,estate,[ 0.   1.   0.5 -0.5  1.   0.5],0.868693567,0.8643353105061596,0.864335311,0.5,1,0.5,3,LC_discrete_att_&_att,0,[ 0.   0.5  1.  -1.   1.   0.5],[ 0.   0.5  0.  -1.   1.   0.5],0.848380391,[ 0.   0.5  0.  -1.   1.   0.5],0.848380391,1,,,,,,1.22e-71,2.54e-76,2.79e-17,8.06e-154,9.55e-206,4.86e-131,,,3,[ True False  True  True False False]
2-5f31671e69023f000b0c0547-finance_4-congruent-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f31671e69023f000b0c0547-finance_4-congruent,,2,,finance,[-0.5 -1.   0.   0.   0.  -0.5],0.636196562,0.6438179234692023,0.643817923,0.5,1,0.5,3,LC_discrete_att_&_att,0,[ 0  1  0  0  0 -1],[-0.5  1.   0.   0.   0.  -1. ],0.914250707,[-0.5  1.   0.   0.  -0.  -1. ],0.914250707,1,,,,,,9.56e-101,5.8e-92,2.8299999999999998e-68,3.95e-57,5.08e-77,1.76e-83,,,1,[ True False False False False False]
2-5f3c2701fa55251a108b07e6-confound_3-generic_0-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f3c2701fa55251a108b07e6-confound_3-generic_0,,2,pos,confound,[ 0.5 -0.5  0.   1.  -0.5  0. ],0.796580949,0.7226499018873854,0.855158635,0.5,1,0.5,3,LC_discrete_att_&_att,0,[1.  0.5 0.  1.  0.  0. ],[-1. -1.  0.  1.  0.  0.],0.584772601,[-0. -0.  0.  1. -0. -0.],0.814304662,1,,,,,,2.321928095,2.321928095,1.88e-70,4.39e-24,1.7499999999999998e-285,5.14e-306,,,1,[False  True False False False False]
2-5f3c2701fa55251a108b07e6-crime_3-congruent-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f3c2701fa55251a108b07e6-crime_3-congruent,,2,,crime,[1. 1. 1. 1. 0. 0.],0.922150106,0.9246221638555591,0.924622164,0.5,0,0.5,3,LC_discrete_att_&_att,0,[1.  1.  0.5 1.  0.  0. ],[1.  1.  0.5 1.  0.  0. ],1.0,[ 1.   1.   0.5  1.  -0.  -0. ],1.0,0,,,,,,5.7000000000000006e-157,1.62e-248,4.14e-90,4.2800000000000004e-49,1.69e-62,1.19e-58,,,0,[False False False False False False]
2-5f3c2701fa55251a108b07e6-estate_3-incongruent-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f3c2701fa55251a108b07e6-estate_3-incongruent,,2,,estate,[0.5 0.5 0.5 1.  0.5 0.5],0.756667868,0.8069531643736639,0.806953164,0.5,1,0.5,3,LC_discrete_att_&_att,0,[ 0.5 -0.5  0.   1.  -0.5  0.5],[ 0.5  0.   0.   1.  -0.5  0.5],0.918889289,[ 0.5 -0.  -0.   1.  -0.5  0.5],0.918889289,1,,,,,,7.589999999999999e-48,8.989999999999999e-60,3.24e-56,3.28e-06,5.62e-83,2.81e-28,,,4,[ True  True  True False False  True]
2-5f3c2701fa55251a108b07e6-finance_3-implausible-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f3c2701fa55251a108b07e6-finance_3-implausible,,2,,finance,[0.5 1.  1.  1.  1.  1. ],0.403619163,0.4726966902362504,0.47269669,0.5,3,0.5,3,LC_discrete_att_&_att,0,[-0.5 -1.  -1.  -1.   0.5 -1. ],[ 0.5 -1.  -1.  -0.5  1.  -1. ],0.824136885,[ 0.5 -1.  -1.  -0.5  1.  -1. ],0.824136885,3,,,,,,1.42e-38,2.22e-84,1.12e-35,6.8900000000000005e-37,1.1900000000000001e-63,1e-69,,,6,[ True  True  True  True  True  True]
2-5f64b5eed3b0d9015f58920c-crime_2-incongruent-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f64b5eed3b0d9015f58920c-crime_2-incongruent,,2,,crime,[-0.5  0.   1.   0.   0.5 -1. ],0.922150106,0.919417703597462,0.919417704,0.5,1,0.5,3,LC_discrete_att_&_att,0,[-0.5  0.   1.   0.   1.  -1. ],[-0.5  0.   1.   0.   0.  -1. ],0.844300211,[-0.5 -0.   1.   0.   0.  -1. ],0.844300211,1,,,,,,1.76e-112,2.14e-116,2.6e-19,2.14e-96,3.23e-30,3.95e-158,,,2,[False False False False  True  True]
2-5f64b5eed3b0d9015f58920c-estate_2-congruent-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f64b5eed3b0d9015f58920c-estate_2-congruent,,2,,estate,[ 1.  -0.5  1.   0.5  0.5 -1. ],0.867932364,0.8954583253021366,0.895458325,0.5,3,0.5,3,LC_discrete_att_&_att,0,[ 0.5 -1.   0.5  0.5  0.5 -1. ],[ 1.  -0.5  0.5  0.   0.5 -1. ],0.867932364,[ 1.  -0.5  0.5  0.   0.5 -1. ],0.867932364,3,,,,,,6.829999999999999e-46,1.3399999999999998e-34,6.48e-106,1.68e-107,5.66e-66,1.81e-15,,,6,[ True  True  True  True  True  True]
2-5f64b5eed3b0d9015f58920c-finance_2-implausible-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f64b5eed3b0d9015f58920c-finance_2-implausible,,2,,finance,[ 1.   0.5 -0.5  0.  -0.5 -1. ],0.767504723,0.7523112976909649,0.752311298,0.5,0,0.5,3,LC_discrete_att_&_att,0,[ 1.  -1.  -0.5  0.  -1.  -1. ],[ 1.  -1.  -0.5  0.  -1.  -1. ],1.0,[ 1.  -1.  -0.5  0.  -1.  -1. ],1.0,0,,,,,,5.04e-154,7.249999999999999e-68,7.34e-116,2.73e-15,8.969999999999999e-55,7.02e-88,,,3,[False False False  True  True  True]
2-5f64b5eed3b0d9015f58920c-pos_chain_2-generic_0-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f64b5eed3b0d9015f58920c-pos_chain_2-generic_0,,2,neg,chain,[-1.  1.  0. -1.  0.  0.],0.828501415,0.9199359230974564,0.919935923,0.5,1,0.5,3,LC_discrete_att_&_att,0,[-1  0  0 -1  0  0],[-1.   0.5  0.  -1.   0.   0. ],0.914250707,[-1.   0.5 -0.  -1.  -0.   0. ],0.914250707,1,,,,,,1.87e-153,2.3000000000000003e-166,2.1999999999999998e-91,8.21e-101,7.17e-70,3.07e-66,,,1,[False  True False False False False]
2-5f6875b05e3bc74d0dee825e-crime_1-implausible-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f6875b05e3bc74d0dee825e-crime_1-implausible,,2,,crime,[ 1.  -1.  -1.   1.   1.  -0.5],0.840280859,0.9012270403350411,0.90122704,0.5,2,0.5,3,LC_discrete_att_&_att,0,[ 1 -1 -1  0  1 -1],[ 1.  -1.  -1.   0.5  1.   0. ],0.840280859,[ 1.  -1.  -1.   0.5  1.  -0. ],0.840280859,2,,,,,,1.93e-180,2.82e-63,3.36e-66,4.42e-28,1.99e-106,5.63e-08,,,2,[False False False  True False  True]
2-5f6875b05e3bc74d0dee825e-estate_1-congruent-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f6875b05e3bc74d0dee825e-estate_1-congruent,,2,,estate,[-0.5  0.   1.   0.   1.   0.5],0.886039424,1.0,1.0,0.5,2,0.5,3,LC_discrete_att_&_att,0,[-0.5  0.   1.   0.   0.5  1. ],[-0.5  0.   1.   0.   1.   0.5],0.886039424,[-0.5  0.   1.   0.   1.   0.5],0.886039424,2,,,,,,2.04e-68,3.94e-65,5.01e-48,2.5e-43,2.47e-198,1.67e-145,,,2,[False False False False  True  True]
2-5f6875b05e3bc74d0dee825e-finance_1-incongruent-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f6875b05e3bc74d0dee825e-finance_1-incongruent,,2,,finance,[ 1.  1.  1.  1.  1. -1.],0.565475905,0.6464466094067263,0.646446609,0.5,0,0.5,3,LC_discrete_att_&_att,0,[-0.5  0.5  0.  -0.5  1.   0. ],[-0.5  0.5  0.  -0.5  1.   0. ],1.0,[-0.5  0.5 -0.  -0.5  1.  -0. ],1.0,0,,,,,,1.0500000000000001e-116,4.09e-39,1e-50,4.7199999999999996e-30,2.59e-58,3.85e-28,,,3,[False  True  True False False  True]
2-5f6875b05e3bc74d0dee825e-pos_chain_3-generic_0-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f6875b05e3bc74d0dee825e-pos_chain_3-generic_0,,2,pos,chain,[0. 0. 0. 1. 0. 0.],0.828501415,0.7373871342805549,1.0,0.5,1,0.5,3,LC_discrete_att_&_att,0,[1 0 0 1 0 0],[-1. -1.  0.  1.  0.  0.],0.616517506,[-0. -0.  0.  1.  0.  0.],0.828501415,1,,,,,,2.321928095,2.321928095,5.2e-92,4.75e-96,1.92e-253,5.5300000000000004e-269,,,1,[False  True False False False False]
2-5f6a7d0d9d705213a0db27e2-crime_3-congruent-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f6a7d0d9d705213a0db27e2-crime_3-congruent,,2,,crime,[ 1.  -1.   1.  -1.  -0.5  1. ],0.686374976,0.6370849726545197,0.637084973,0.5,2,0.5,3,LC_discrete_att_&_att,0,[-1.  -0.5  1.  -1.  -0.5  0.5],[-1.   0.5  1.  -1.   0.   0.5],0.834705099,[-1.   0.5  1.  -1.  -0.   0.5],0.834705099,2,,,,,,7.47e-77,1.5899999999999999e-46,3.73e-208,2.7099999999999997e-191,1.33e-79,9.63e-50,,,5,[ True  True False  True  True  True]
2-5f6a7d0d9d705213a0db27e2-estate_3-incongruent-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f6a7d0d9d705213a0db27e2-estate_3-incongruent,,2,,estate,[-1. -1.  1.  1.  1.  1.],0.835601013,0.8333333333333334,0.833333333,0.5,1,0.5,3,LC_discrete_att_&_att,0,[ 0.  -0.5  1.   1.   1.   1. ],[ 0.  -0.5  1.   0.5  1.   1. ],0.926478538,[-0.  -0.5  1.   0.5  1.   1. ],0.926478538,1,,,,,,1.3599999999999998e-147,2.67e-126,5.94e-53,9.68e-48,1.59e-114,1.86e-39,,,2,[ True False False  True False False]
2-5f6a7d0d9d705213a0db27e2-finance_3-implausible-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f6a7d0d9d705213a0db27e2-finance_3-implausible,,2,,finance,[-0.5  0.5  1.   1.  -1.  -1. ],0.834705099,0.8394596752330161,0.839459675,0.5,2,0.5,3,LC_discrete_att_&_att,0,[ 0.5  0.5  0.5  1.  -1.  -1. ],[ 0.   0.5  0.   1.  -1.  -1. ],0.895458325,[ 0.   0.5 -0.   1.  -1.  -1. ],0.895458325,2,,,,,,1.18e-105,1.47e-105,0.000133711,3.18e-130,5.21e-90,1.33e-84,,,5,[ True  True  True False  True  True]
2-5f6a7d0d9d705213a0db27e2-pos_chain_3-generic_0-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f6a7d0d9d705213a0db27e2-pos_chain_3-generic_0,,2,pos,chain,[ 0.   1.   0.   1.   0.  -0.5],0.742752122,0.6194378024463063,0.814304662,0.5,1,0.5,3,LC_discrete_att_&_att,0,[1 0 0 1 0 0],[-1. -1.  0.  1.  0.  0.],0.616517506,[-0. -0. -0.  1.  0.  0.],0.828501415,1,,,,,,2.321928095,2.321928095,3.82e-88,3.21e-52,1.02e-261,1.3699999999999999e-239,,,1,[False  True False False False False]
2-5f75cc1fb0741626d6634281-confound_1-generic_0-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f75cc1fb0741626d6634281-confound_1-generic_0,,2,neg,confound,[-1.   0.5  0.  -1.   0.   0. ],1.0,0.91695452014626,0.91695452,0.5,1,0.5,3,LC_discrete_att_&_att,0,[-1.   0.5  0.  -1.   0.   0. ],[-1.  1.  0. -1.  0.  0.],0.91695452,[-1.  1.  0. -1. -0. -0.],0.91695452,1,,,,,,2.41e-183,2.89e-231,2.19e-156,2.23e-133,3.15e-87,2.19e-83,,,1,[False  True False False False False]
2-5f75cc1fb0741626d6634281-crime_3-congruent-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f75cc1fb0741626d6634281-crime_3-congruent,,2,,crime,[-1.   0.5  0.5 -0.5  0.5  0.5],0.844300211,0.8634952734420129,0.863267955,0.5,2,0.5,3,LC_discrete_att_&_att,0,[-1.   0.   1.  -1.   0.   0.5],[-1.   0.5  1.  -1.   0.5  0. ],0.865160028,[-1.    0.5   1.   -1.    0.45  0.  ],0.869499797,2,,,,,,2.63e-68,1.5799999999999998e-150,8e-85,2.86e-105,0.479338002,8.7e-09,,,2,[False  True False False  True False]
2-5f75cc1fb0741626d6634281-estate_3-incongruent-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f75cc1fb0741626d6634281-estate_3-incongruent,,2,,estate,[ 0.5  0.5 -0.5 -0.5 -0.5  0.5],0.876908509,0.9183503419072274,0.918350342,0.5,3,0.5,3,LC_discrete_att_&_att,0,[ 0.   0.5 -0.5  0.  -0.5  0.5],[ 0.5  0.5 -0.5 -0.5 -1.   0.5],0.849244328,[ 0.5  0.5 -0.5 -0.5 -1.   0.5],0.849244328,3,,,,,,9.67e-09,3.91e-118,1.76e-57,7.51e-07,4.04e-12,2.92e-69,,,3,[ True False False  True  True False]
2-5f75cc1fb0741626d6634281-finance_3-implausible-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f75cc1fb0741626d6634281-finance_3-implausible,,2,,finance,[ 0.5  0.5  0.5 -0.5 -0.5 -0.5],0.593861534,0.6170291568974647,0.620452901,0.5,3,0.5,3,LC_discrete_att_&_att,0,[-1.  -1.  -1.  -1.   0.5 -0.5],[-0.5 -0.5 -1.   0.   0.5 -0.5],0.824136885,[-0.5  -0.5  -1.   -0.11  0.5  -0.5 ],0.836778564,3,,,,,,3.13e-18,6.33e-111,3.83e-92,0.755546739,2.0499999999999998e-74,2.81e-77,,,6,[ True  True  True  True  True  True]
2-5f7728b294840b203855824d-confound_2-generic_0-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f7728b294840b203855824d-confound_2-generic_0,,2,pos,confound,[-0.5  0.   0.5 -0.5  0.   0. ],0.628609324,0.5582738957006139,0.557902266,0.5,1,0.5,3,LC_discrete_att_&_att,0,[1.  0.5 0.  1.  0.  0. ],[1.  1.  0.  1.  0.  0.5],0.882555956,[ 1.    1.   -0.    1.    0.    0.51],0.881375702,1,,,,,,8.25e-07,2.27e-08,0.07564462,2.82e-08,0.020829429,0.139973172,,,1,[False  True False False False False]
2-5f7728b294840b203855824d-crime_2-incongruent-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f7728b294840b203855824d-crime_2-incongruent,,2,,crime,[ 0.  -0.5 -0.5  0.5  0.   0. ],0.655679363,0.5228812763863021,0.617777148,0.5,4,0.5,3,LC_discrete_att_&_att,0,[-1.  -1.   1.  -0.5 -0.5 -1. ],[-0.5  0.   1.  -1.  -1.  -1. ],0.810046126,[-0.5   0.    1.   -0.82 -0.   -0.  ],0.768358613,4,,,,,,7.69e-06,1.38e-28,0.002709772,0.955909412,2.321928095,2.321928095,,,5,[ True  True False  True  True  True]
2-5f7728b294840b203855824d-estate_2-congruent-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f7728b294840b203855824d-estate_2-congruent,,2,,estate,[-0.5  1.   1.   0.5  1.   0. ],0.864335311,0.6444204988906203,0.814304662,0.5,3,0.5,3,LC_discrete_att_&_att,0,[-0.5  0.5  1.   0.   1.   0.5],[ 0.   0.5  1.   0.5 -1.  -1. ],0.593005932,[-0.   0.5  1.   0.5 -0.  -0. ],0.792768764,3,,,,,,0.01008498,0.000282748,1.24e-20,5.25e-05,2.321928095,2.321928095,,,3,[ True False False  True False  True]
2-5f7728b294840b203855824d-finance_2-implausible-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f7728b294840b203855824d-finance_2-implausible,,2,,finance,[ 0.   0.5 -0.5  0.  -0.5  0.5],0.622035527,0.5735985672887791,0.577937962,0.5,1,0.5,3,LC_discrete_att_&_att,0,[ 1  0 -1 -1  1 -1],[ 0.5  0.5 -1.  -1.   1.  -1. ],0.898984746,[ 0.33  0.36 -1.   -1.    1.   -1.  ],0.891344018,1,,,,,,2.055805729,2.02761486,1.38e-06,0.000128971,2.21e-05,7.55e-05,,,3,[False  True  True False False  True]
2-5f91ad02439b5e04b51d69a0-crime_3-congruent-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f91ad02439b5e04b51d69a0-crime_3-congruent,,2,,crime,[ 0.5 -0.5  0.5 -0.5 -0.5 -0.5],0.885292133,0.8845299461620748,0.884529946,0.5,1,0.5,3,LC_discrete_att_&_att,0,[ 0.5  0.   0.5 -1.  -0.5 -0.5],[ 1.  -0.5  0.5 -1.  -0.5 -0.5],0.885292133,[ 1.  -0.5  0.5 -1.  -0.5 -0.5],0.885292133,1,,,,,,2.17e-38,2.99e-57,3.8900000000000003e-32,3.4300000000000005e-64,1.15e-110,6.81e-106,,,4,[False  True  True False  True  True]
2-5f91ad02439b5e04b51d69a0-estate_3-incongruent-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f91ad02439b5e04b51d69a0-estate_3-incongruent,,2,,estate,[-0.5  1.   0.5  1.   0.5 -0.5],0.722649902,0.650581879039146,0.650581879,0.5,1,0.5,3,LC_discrete_att_&_att,0,[-0.5  1.   0.  -0.5  0.5  0. ],[-0.5  1.  -0.5 -1.   0.5  0. ],0.881737521,[-0.5  1.  -0.5 -1.   0.5 -0. ],0.881737521,1,,,,,,7.76e-104,3.65e-127,8.22e-50,2.31e-46,1.62e-131,1.0000000000000001e-47,,,2,[False False  True False False  True]
2-5f91ad02439b5e04b51d69a0-finance_3-implausible-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f91ad02439b5e04b51d69a0-finance_3-implausible,,2,,finance,[ 0.5  0.5  0.5 -0.5  0.5  0.5],0.663082334,0.683772233983162,0.683772234,0.5,3,0.5,3,LC_discrete_att_&_att,0,[ 1.  -1.  -1.  -0.5  1.   0. ],[ 1.  -1.  -0.5  0.   0.5  0.5],0.852957076,[ 1.  -1.  -0.5  0.   0.5  0.5],0.852957076,3,,,,,,1.6099999999999998e-188,2.6e-306,2.77e-47,6.74e-94,5.43e-128,2.3600000000000002e-161,,,4,[False  True  True  True False  True]
2-5f91ad02439b5e04b51d69a0-pos_chain_1-generic_0-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f91ad02439b5e04b51d69a0-pos_chain_1-generic_0,,2,pos,chain,[0.5 0.5 0.  0.5 0.  0. ],0.851477869,0.8438262381113939,0.843826238,0.5,1,0.5,3,LC_discrete_att_&_att,0,[1 0 0 1 0 0],[1. 1. 0. 1. 0. 0.],0.828501415,[ 1.  1.  0.  1.  0. -0.],0.828501415,1,,,,,,1.27e-209,3.26e-09,3.11e-150,4.84e-113,5.619999999999999e-285,1.5000000000000001e-276,,,1,[False  True False False False False]
2-5f958e181381b5079be5d02f-crime_1-implausible-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f958e181381b5079be5d02f-crime_1-implausible,,2,,crime,[ 0.5  0.  -0.5  0.5 -0.5 -0.5],0.74392624,0.7771875450722694,0.777187545,0.5,3,0.5,3,LC_discrete_att_&_att,0,[ 1.  -0.5 -1.   0.5 -0.5  1. ],[ 1.   0.  -1.   0.5 -1.   0.5],0.87196312,[ 1.   0.  -1.   0.5 -1.   0.5],0.87196312,3,,,,,,1.78e-39,4.42e-13,1.7699999999999998e-81,1.76e-25,7.85e-50,2.1799999999999998e-67,,,6,[ True  True  True  True  True  True]
2-5f958e181381b5079be5d02f-estate_1-congruent-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f958e181381b5079be5d02f-estate_1-congruent,,2,,estate,[ 0.5 -1.   0.5  0.   0.   1. ],0.855158635,0.8604273684402294,0.860418064,0.5,1,0.5,3,LC_discrete_att_&_att,0,[ 0.5 -0.5  1.   0.   0.   0.5],[ 0.  -0.5  0.5  0.   0.   0.5],0.881737521,[ 0.   -0.5   0.51 -0.    0.    0.5 ],0.882914173,1,,,,,,0.004840524,7.08e-16,0.138799343,0.02975067,3.62e-101,6.12e-97,,,3,[ True False False  True  True False]
2-5f958e181381b5079be5d02f-finance_1-incongruent-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f958e181381b5079be5d02f-finance_1-incongruent,,2,,finance,[ 0.5  0.5 -1.   0.5 -0.5  1. ],0.802614492,0.8921672267965616,0.891479291,0.5,2,0.5,3,LC_discrete_att_&_att,0,[ 0.   0.5  0.   0.5 -1.   1. ],[ 0.5  0.5 -0.5  0.5 -1.   1. ],0.886039424,[ 0.5   0.58 -0.5   0.5  -1.    1.  ],0.885312395,2,,,,,,0.048098679,0.646608158,3.81e-18,5.61e-17,8.43e-29,5.62e-48,,,2,[ True False  True False False False]
2-5f958e181381b5079be5d02f-pos_chain_2-generic_0-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f958e181381b5079be5d02f-pos_chain_2-generic_0,,2,neg,chain,[-0.5  0.   0.  -1.   0.  -0.5],0.878732187,0.7883963152424205,0.788396315,0.5,1,0.5,3,LC_discrete_att_&_att,0,[-1  0  0 -1  0  0],[-1.  1.  0. -1.  0.  0.],0.828501415,[-1.  1. -0. -1.  0. -0.],0.828501415,1,,,,,,8.839999999999999e-54,1.38e-36,2.4999999999999997e-69,3.79e-78,3.54e-06,0.002109932,,,1,[False  True False False False False]
2-5f9a893d999ea71a0c6c4851-confound_1-generic_0-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f9a893d999ea71a0c6c4851-confound_1-generic_0,,2,neg,confound,[ 0.   0.5  0.  -0.5  0.   0. ],0.814304662,0.7905730458541522,0.790573046,0.5,0,0.5,3,LC_discrete_att_&_att,0,[-1.   0.5  0.  -1.   0.   0. ],[-1.   0.5  0.  -1.   0.   0. ],1.0,[-1.   0.5  0.  -1.  -0.   0. ],1.0,0,,,,,,3.77e-10,0.000567547,5.48e-08,0.037597971,2.52e-69,5.01e-55,,,1,[False  True False False False False]
2-5f9a893d999ea71a0c6c4851-crime_4-implausible-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f9a893d999ea71a0c6c4851-crime_4-implausible,,2,,crime,[-0.5  0.5 -0.5  0.5  0.5  0.5],0.648273771,0.6734013676289096,0.673401368,0.5,5,0.5,3,LC_discrete_att_&_att,0,[ 0.5 -1.  -1.   1.   0.5 -1. ],[ 1.   0.  -0.5  1.   1.  -0.5],0.796930767,[ 1.  -0.  -0.5  1.   1.  -0.5],0.796930767,5,,,,,,2.01e-17,7.13e-46,2.99e-78,1.27e-265,1.27e-106,9.65e-07,,,5,[ True  True  True False  True  True]
2-5f9a893d999ea71a0c6c4851-estate_4-incongruent-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f9a893d999ea71a0c6c4851-estate_4-incongruent,,2,,estate,[-1.   1.   1.   0.5 -1.   0.5],0.765021865,0.8394596752330161,0.839459675,0.5,3,0.5,3,LC_discrete_att_&_att,0,[-0.5  1.   1.   0.5  0.  -0.5],[-0.5  0.5  1.   1.  -0.5  0. ],0.84334791,[-0.5  0.5  1.   1.  -0.5 -0. ],0.84334791,3,,,,,,3.02e-12,0.000976235,6.15e-59,3.3e-90,1.1999999999999998e-38,1.05e-07,,,4,[ True  True False  True  True False]
2-5f9a893d999ea71a0c6c4851-finance_4-congruent-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5f9a893d999ea71a0c6c4851-finance_4-congruent,,2,,finance,[-0.5  1.   0.5  1.   1.  -0.5],0.686177043,0.7334699803659629,0.73346998,0.5,0,0.5,3,LC_discrete_att_&_att,0,[-0.5  0.5  0.   0.5 -0.5  0. ],[-0.5  0.5  0.   0.5 -0.5  0. ],1.0,[-0.5  0.5 -0.   0.5 -0.5  0. ],1.0,0,,,,,,3.17e-84,4.55e-27,5.6e-13,6.27e-74,7.830000000000001e-79,3.82e-41,,,3,[False  True  True False False  True]
2-5fa01b6003aed3026366571c-crime_1-implausible-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5fa01b6003aed3026366571c-crime_1-implausible,,2,,crime,[-0.5  1.  -0.5  0.   0.5  0.5],0.824136885,0.8852921330647191,0.881633931,0.5,4,0.5,3,LC_discrete_att_&_att,0,[-1.   0.5 -1.   0.5  1.   1. ],[-0.5  0.5 -0.5  0.5  0.5  0.5],0.856408368,[-0.32  0.5  -0.5   0.5   0.5   0.5 ],0.841892637,4,,,,,,0.945354614,3.58e-28,9.630000000000001e-269,2.15e-186,1.98e-49,5.86e-50,,,6,[ True  True  True  True  True  True]
2-5fa01b6003aed3026366571c-estate_1-congruent-es_0.5_3.0-is_LC_discrete_att_&_att_0.0,2-5fa01b6003aed3026366571c-estate_1-congruent,,2,,estate,[-1.  -0.5  1.  -1.   1.   1. ],0.867932364,0.9301569704230421,0.93015697,0.5,4,0.5,3,LC_discrete_att_&_att,0,[-0.5 -0.5  1.  -0.5  0.5  1. ],[-1.  -0.5  1.  -1.   1.   0.5],0.84750143,[-1.  -0.5  1.  -1.   1.   0.5],0.84750143,4,,,,,,5.5399999999999996e-61,1.62e-18,1.1e-18,9.76e-13,1.39e-106,3.21e-40,,,6,[ True  True  True  True  True  True]
