sim_id,utid,uid,experiment,sign,trial_name,judgement,judgement_accuracy,judgement_to_MAP,judgement_to_weighted_MAP,part_theta,part_indirect_errors,theta,sigma,internal_state,ground_truth,map_graph,accuracy,map_graph_weighted,accuracy_weighted,model_indirect_errors,theta_MAP,sigma_MAP,theta_MAP_weighted,sigma_MAP_weighted,converged,0->1,0->2,1->0,1->2,2->0,2->1,theta_H,sigma_H,num_indirect_links,indirect_links_loc
1-5d7d28b697f15700196423df-ccause_3-generic_0-es_0.5_3.0-is_LC_discrete_&_1_,1-5d7d28b697f15700196423df-ccause_3-generic_0,,1,,ccause,[1. 1. 0. 0. 0. 0.],1.0,0.8787321874818335,0.878732187,0.5,0,0.5,3,LC_discrete_&_107,[1 1 0 0 0 0],[1.  1.  0.  0.5 0.  0.5],0.878732187,[ 1.   1.  -0.   0.5  0.   0.5],0.878732187,0,,,,,,6.01e-69,4.46e-100,3.78e-44,2.77e-51,1.77e-88,6.300000000000001e-73,,,0,[False False False False False False]
1-5d7d28b697f15700196423df-collider_2-generic_1-es_0.5_3.0-is_LC_discrete_&_1_,1-5d7d28b697f15700196423df-collider_2-generic_1,,1,,collider,[ 0.  -1.   0.  -0.5  0.   0. ],0.914250707,0.9105572809000084,0.910557281,0.5,0,0.5,3,LC_discrete_&_108,[ 0 -1  0 -1  0  0],[ 0. -1.  0. -1.  0.  0.],1.0,[ 0. -1. -0. -1. -0.  0.],1.0,0,,,,,,1.37e-114,2.6e-125,1.15e-36,8.730000000000001e-43,7.65e-223,1.77e-226,,,0,[False False False False False False]
1-5d7d28b697f15700196423df-crime_0-label-es_0.5_3.0-is_LC_discrete_&_1_,1-5d7d28b697f15700196423df-crime_0-label,,1,,crime,[-0.5 -0.5  0.5 -0.5  0.   0. ],0.886039424,0.8492443277111181,0.849244328,0.5,0,0.5,3,LC_discrete_&_109,[-1.  -0.5  1.  -0.5  0.   0. ],[-1.  -0.5  1.  -0.5 -0.5  0. ],0.919417704,[-1.  -0.5  1.  -0.5 -0.5  0. ],0.919417704,0,,,,,,1.18e-72,3.81e-77,3.73e-111,1.44e-75,9.21e-64,1.68e-34,,,2,[False  True False  True False False]
1-5d7d28b697f15700196423df-pos_chain_2-generic_2-es_0.5_3.0-is_LC_discrete_&_1_,1-5d7d28b697f15700196423df-pos_chain_2-generic_2,,1,neg,chain,[-0.5  0.5  0.  -0.5  0.   0. ],0.851477869,0.8724846573873324,0.872484657,0.5,1,0.5,3,LC_discrete_&_110,[-1  0  0 -1  0  0],[-1.   0.5  0.  -1.   0.   0. ],0.914250707,[-1.   0.5  0.  -1.  -0.  -0. ],0.914250707,1,,,,,,8.17e-17,6.47e-18,2.2e-85,3.78e-98,1.68e-140,3.99e-175,,,1,[False  True False False False False]
1-5d826a4c25310e001911a87d-ccause_3-generic_0-es_0.5_3.0-is_LC_discrete_&_1_,1-5d826a4c25310e001911a87d-ccause_3-generic_0,,1,,ccause,[-0.5 -0.5 -0.5  0.   0.5  0. ],0.616517506,0.591751709536137,0.59175171,0.5,0,0.5,3,LC_discrete_&_111,[1 1 0 0 0 0],[1.  1.  0.  0.5 0.  0.5],0.878732187,[1.  1.  0.  0.5 0.  0.5],0.878732187,0,,,,,,0.000330925,7.23e-07,7.209999999999999e-48,3.32e-15,1.0599999999999999e-54,0.003772567,,,0,[False False False False False False]
1-5d826a4c25310e001911a87d-collider_3-generic_1-es_0.5_3.0-is_LC_discrete_&_1_,1-5d826a4c25310e001911a87d-collider_3-generic_1,,1,,collider,[ 0.   0.5 -0.5  0.  -0.5  0. ],0.773128697,0.8438262381113939,0.843826238,0.5,0,0.5,3,LC_discrete_&_112,[0 1 0 1 0 0],[0.  0.5 0.  0.5 0.  0. ],0.878732187,[ 0.   0.5 -0.   0.5 -0.   0. ],0.878732187,0,,,,,,8.82e-07,4.76e-06,0.000940103,2.42e-07,3.3e-32,1.75e-37,,,0,[False False False False False False]
1-5d826a4c25310e001911a87d-crime_3-label-es_0.5_3.0-is_LC_discrete_&_1_,1-5d826a4c25310e001911a87d-crime_3-label,,1,,crime,[ 0.5 -0.5  0.  -0.5  0.  -0.5],0.698488655,0.6411297187173632,0.643888849,0.5,0,0.5,3,LC_discrete_&_113,[-1.  -0.5  1.  -0.5  0.   0. ],[-1.  -0.5  1.  -0.5  0.   0.5],0.919417704,[-1.   -0.32  1.   -0.5   0.    0.45],0.92188919,0,,,,,,0.079991667,0.944629905,0.020686648,0.004257993,0.001275159,0.438377312,,,2,[False  True False  True False False]
1-5d826a4c25310e001911a87d-pos_chain_2-generic_2-es_0.5_3.0-is_LC_discrete_&_1_,1-5d826a4c25310e001911a87d-pos_chain_2-generic_2,,1,neg,chain,[ 0.   0.5  0.5  1.   0.  -0.5],0.58876084,0.5989524207289604,0.598952421,0.5,1,0.5,3,LC_discrete_&_114,[-1  0  0 -1  0  0],[-1.  1.  0. -1.  0.  0.],0.828501415,[-1.  1.  0. -1. -0. -0.],0.828501415,1,,,,,,0.000268903,1.5300000000000001e-27,2.04e-39,2.03e-39,1.5600000000000002e-157,1.0699999999999999e-84,,,1,[False  True False False False False]
1-5d970d28fa86b600170d9a26-ccause_2-generic_0-es_0.5_3.0-is_LC_discrete_&_1_,1-5d970d28fa86b600170d9a26-ccause_2-generic_0,,1,,ccause,[-1.   0.5  0.   0.   1.  -1. ],0.571253537,0.5735985672887791,0.573598567,0.5,0,0.5,3,LC_discrete_&_115,[1 1 0 0 0 0],[1.  1.  0.  0.  0.  0.5],0.914250707,[ 1.   1.  -0.   0.  -0.   0.5],0.914250707,0,,,,,,7.65e-08,0.000101913,1.7399999999999999e-38,5.45e-05,3.03e-32,2.63e-08,,,0,[False False False False False False]
1-5d970d28fa86b600170d9a26-collider_2-generic_1-es_0.5_3.0-is_LC_discrete_&_1_,1-5d970d28fa86b600170d9a26-collider_2-generic_1,,1,,collider,[ 0.5  0.5  0.5 -0.5  1.   0.5],0.646446609,0.6750537550427744,0.675053755,0.5,0,0.5,3,LC_discrete_&_116,[ 0 -1  0 -1  0  0],[ 0. -1.  0. -1.  0.  0.],1.0,[ 0. -1.  0. -1. -0. -0.],1.0,0,,,,,,0.001059026,1.8199999999999997e-23,6.27e-06,3.19e-29,8.68e-120,2.54e-109,,,0,[False False False False False False]
1-5d970d28fa86b600170d9a26-crime_4-label-es_0.5_3.0-is_LC_discrete_&_1_,1-5d970d28fa86b600170d9a26-crime_4-label,,1,,crime,[-1.   0.5  1.   0.   0.   0.5],0.802614492,0.7327387580875756,0.750122108,0.5,1,0.5,3,LC_discrete_&_117,[-1.  -0.5  1.  -0.5  0.   0. ],[-1.  -1.   0.5 -0.5  0.   0.5],0.860427368,[-1.   -0.93  0.67 -0.5   0.01  0.5 ],0.881141796,1,,,,,,0.000177163,0.598412863,0.925185719,0.039195944,0.165559559,0.005394025,,,2,[False  True False  True False False]
1-5d970d28fa86b600170d9a26-pos_chain_2-generic_2-es_0.5_3.0-is_LC_discrete_&_1_,1-5d970d28fa86b600170d9a26-pos_chain_2-generic_2,,1,neg,chain,[-0.5  0.5  1.   0.5  0.5  0. ],0.65700283,0.6755571577384749,0.675557158,0.5,1,0.5,3,LC_discrete_&_118,[-1  0  0 -1  0  0],[-1.  1.  0. -1.  0.  0.],0.828501415,[-1.  1. -0. -1.  0. -0.],0.828501415,1,,,,,,8.83e-07,5.16e-57,5.11e-56,1.21e-66,6.23e-189,1.7999999999999997e-61,,,1,[False  True False False False False]
1-5db6fbd992a62e000c1d47d5-ccause_2-generic_0-es_0.5_3.0-is_LC_discrete_&_1_,1-5db6fbd992a62e000c1d47d5-ccause_2-generic_0,,1,,ccause,[ 1.   0.5 -0.5  0.   0.   0. ],0.878732187,0.850373599583855,0.8503736,0.5,0,0.5,3,LC_discrete_&_119,[1 1 0 0 0 0],[1.  1.  0.  0.  0.  0.5],0.914250707,[ 1.   1.   0.   0.  -0.   0.5],0.914250707,0,,,,,,1.92e-75,1.04e-57,3.1399999999999996e-292,2.71e-18,5.82e-122,2.3099999999999997e-48,,,0,[False False False False False False]
1-5db6fbd992a62e000c1d47d5-collider_3-generic_1-es_0.5_3.0-is_LC_discrete_&_1_,1-5db6fbd992a62e000c1d47d5-collider_3-generic_1,,1,,collider,[0.  0.5 0.  0.5 0.  0. ],0.878732187,0.9063414188418306,0.917580449,0.5,0,0.5,3,LC_discrete_&_120,[0 1 0 1 0 0],[0.  0.5 0.  1.  0.  0. ],0.914250707,[-0.    0.5  -0.    0.94 -0.   -0.  ],0.913635519,0,,,,,,1.8e-120,9.15e-60,5.1e-122,0.529002451,4.53e-195,5.65e-183,,,0,[False False False False False False]
1-5db6fbd992a62e000c1d47d5-crime_2-label-es_0.5_3.0-is_LC_discrete_&_1_,1-5db6fbd992a62e000c1d47d5-crime_2-label,,1,,crime,[ 1.  0.  1. -1.  0.  0.],0.658118271,0.6419425629802835,0.641942563,0.5,0,0.5,3,LC_discrete_&_121,[-1.  -0.5  1.  -0.5  0.   0. ],[-1.  -0.5  1.  -0.5 -0.5  0.5],0.886039424,[-1.  -0.5  1.  -0.5 -0.5  0.5],0.886039424,0,,,,,,1.7e-139,1.03e-107,4.21e-116,3.03e-174,1.8100000000000003e-64,5.35e-56,,,2,[False  True False  True False False]
1-5db6fbd992a62e000c1d47d5-pos_chain_3-generic_2-es_0.5_3.0-is_LC_discrete_&_1_,1-5db6fbd992a62e000c1d47d5-pos_chain_3-generic_2,,1,pos,chain,[-0.5 -0.5  0.  -0.5  0.   0. ],0.626227499,0.5314787143341818,0.531478714,0.5,1,0.5,3,LC_discrete_&_122,[1 0 0 1 0 0],[1. 1. 0. 1. 0. 0.],0.828501415,[ 1.  1. -0.  1. -0.  0.],0.828501415,1,,,,,,6.8e-112,7.21e-26,1.1400000000000001e-211,1.0899999999999999e-197,1.28e-264,1.6499999999999998e-170,,,1,[False  True False False False False]
1-5dcb33ab0550ef819f508abf-ccause_3-generic_0-es_0.5_3.0-is_LC_discrete_&_1_,1-5dcb33ab0550ef819f508abf-ccause_3-generic_0,,1,,ccause,[-1. -1.  0.  0.  0.  0.],0.51492875,0.5149287499273341,0.51492875,0.5,0,0.5,3,LC_discrete_&_123,[1 1 0 0 0 0],[1. 1. 0. 0. 0. 0.],1.0,[ 1.  1.  0.  0. -0.  0.],1.0,0,,,,,,1.4000000000000002e-27,3.7499999999999997e-41,1.8e-167,5.3e-60,6.65e-238,4.59e-181,,,0,[False False False False False False]
1-5dcb33ab0550ef819f508abf-collider_3-generic_1-es_0.5_3.0-is_LC_discrete_&_1_,1-5dcb33ab0550ef819f508abf-collider_3-generic_1,,1,,collider,[ 0.  -0.5  0.   0.5  0.   0. ],0.728836928,0.7038255611204538,0.703825561,0.5,0,0.5,3,LC_discrete_&_124,[0 1 0 1 0 0],[0. 1. 0. 1. 0. 0.],1.0,[ 0.  1. -0.  1. -0.  0.],1.0,0,,,,,,6.869999999999999e-104,1.76e-101,5.06e-102,1.86e-83,1.53e-227,2.2400000000000002e-223,,,0,[False False False False False False]
1-5dcb33ab0550ef819f508abf-crime_0-label-es_0.5_3.0-is_LC_discrete_&_1_,1-5dcb33ab0550ef819f508abf-crime_0-label,,1,,crime,[-1.  0.  1.  0.  0.  0.],0.886039424,0.8787321874818335,0.878732187,0.5,0,0.5,3,LC_discrete_&_125,[-1.  -0.5  1.  -0.5  0.   0. ],[-1.  -0.5  1.  -0.5  0.   0. ],1.0,[-1.  -0.5  1.  -0.5 -0.   0. ],1.0,0,,,,,,2.4100000000000003e-173,7.289999999999999e-67,1.2499999999999999e-131,6.18e-115,5.29e-87,1.21e-13,,,2,[False  True False  True False False]
1-5dcb33ab0550ef819f508abf-pos_chain_2-generic_2-es_0.5_3.0-is_LC_discrete_&_1_,1-5dcb33ab0550ef819f508abf-pos_chain_2-generic_2,,1,neg,chain,[ 0.5  0.   0.   0.5 -0.5  0. ],0.626227499,0.5582738957006139,0.558273896,0.5,1,0.5,3,LC_discrete_&_126,[-1  0  0 -1  0  0],[-1.   1.   0.  -1.   0.  -0.5],0.808258753,[-1.   1.  -0.  -1.   0.  -0.5],0.808258753,1,,,,,,7.42e-169,1.76e-94,1.85e-173,8.49e-302,4.9999999999999994e-256,4.910000000000001e-35,,,1,[False  True False False False False]
1-5dcbc939f28035000c6a572e-ccause_3-generic_0-es_0.5_3.0-is_LC_discrete_&_1_,1-5dcbc939f28035000c6a572e-ccause_3-generic_0,,1,,ccause,[1. 1. 0. 0. 0. 0.],1.0,0.8787321874818335,0.878732187,0.5,0,0.5,3,LC_discrete_&_127,[1 1 0 0 0 0],[ 1.   1.   0.   0.  -0.5  0.5],0.878732187,[ 1.   1.  -0.   0.  -0.5  0.5],0.878732187,0,,,,,,6.62e-18,1.3000000000000001e-32,7.47e-46,1.29e-30,0.015237487,2.5e-137,,,0,[False False False False False False]
1-5dcbc939f28035000c6a572e-collider_2-generic_1-es_0.5_3.0-is_LC_discrete_&_1_,1-5dcbc939f28035000c6a572e-collider_2-generic_1,,1,,collider,[ 0. -1.  0. -1.  0.  0.],1.0,1.0,1.0,0.5,0,0.5,3,LC_discrete_&_128,[ 0 -1  0 -1  0  0],[ 0. -1.  0. -1.  0.  0.],1.0,[ 0. -1.  0. -1.  0. -0.],1.0,0,,,,,,5.65e-98,1.6800000000000002e-245,4.7e-89,1.1e-165,3.15e-47,2.2e-130,,,0,[False False False False False False]
1-5dcbc939f28035000c6a572e-crime_control_3-nolabel_control-es_0.5_3.0-is_LC_discrete_&_1_,1-5dcbc939f28035000c6a572e-crime_control_3-nolabel_control,,1,control,crime,[ 1.   0.5  1.  -1.   0.5  0.5],0.613540883,0.6454819326052766,0.645481933,0.5,0,0.5,3,LC_discrete_&_129,[-1.  -0.5  1.  -0.5  0.   0. ],[-1.  -0.5  1.  -0.5  0.   0. ],1.0,[-1.  -0.5  1.  -0.5 -0.   0. ],1.0,0,,,,,,2.3e-102,2.72e-20,8.81e-76,6.29e-62,1.17e-306,2.4699999999999997e-285,,,2,[False  True False  True False False]
1-5dcbc939f28035000c6a572e-pos_chain_3-generic_3-es_0.5_3.0-is_LC_discrete_&_1_,1-5dcbc939f28035000c6a572e-pos_chain_3-generic_3,,1,pos,chain,[1.  0.5 0.  0.5 0.  0. ],0.878732187,0.850373599583855,0.852341661,0.5,0,0.5,3,LC_discrete_&_130,[1 0 0 1 0 0],[0.5 0.  0.  1.  0.  0. ],0.914250707,[ 0.52  0.    0.    1.    0.   -0.  ],0.917680679,0,,,,,,0.210840778,0.003365708,1.72e-74,1.1e-177,2.0099999999999998e-54,1.62e-17,,,1,[False  True False False False False]
1-5de78fbbd7b2a0000bc2df59-ccause_3-generic_0-es_0.5_3.0-is_LC_discrete_&_1_,1-5de78fbbd7b2a0000bc2df59-ccause_3-generic_0,,1,,ccause,[0.5 0.5 0.  0.  0.  0. ],0.878732187,0.8126828376836612,0.812682838,0.5,0,0.5,3,LC_discrete_&_131,[1 1 0 0 0 0],[1.  1.  0.  0.5 0.  0.5],0.878732187,[ 1.   1.  -0.   0.5 -0.   0.5],0.878732187,0,,,,,,1.88e-160,2.5199999999999996e-128,1.0699999999999999e-41,2.08e-133,1.11e-59,9.41e-177,,,0,[False False False False False False]
1-5de78fbbd7b2a0000bc2df59-collider_2-generic_1-es_0.5_3.0-is_LC_discrete_&_1_,1-5de78fbbd7b2a0000bc2df59-collider_2-generic_1,,1,,collider,[ 0. -1.  0. -1.  0.  0.],1.0,1.0,1.0,0.5,0,0.5,3,LC_discrete_&_132,[ 0 -1  0 -1  0  0],[ 0. -1.  0. -1.  0.  0.],1.0,[ 0. -1.  0. -1. -0.  0.],1.0,0,,,,,,1.22e-79,1.29e-102,1.91e-40,5.42e-81,1.3100000000000001e-123,3.09e-151,,,0,[False False False False False False]
1-5de78fbbd7b2a0000bc2df59-crime_control_2-nolabel_control-es_0.5_3.0-is_LC_discrete_&_1_,1-5de78fbbd7b2a0000bc2df59-crime_control_2-nolabel_control,,1,control,crime,[-1.  -0.5  1.  -1.   0.5  0. ],0.886039424,0.8304841240947974,0.830484124,0.5,0,0.5,3,LC_discrete_&_133,[-1.  -0.5  1.  -0.5  0.   0. ],[-1.  -0.5  1.  -0.5 -0.5  0. ],0.919417704,[-1.  -0.5  1.  -0.5 -0.5  0. ],0.919417704,0,,,,,,8.36e-116,9.55e-149,1.0599999999999999e-95,3.2600000000000004e-129,1.77e-13,1.21e-11,,,2,[False  True False  True False False]
1-5de78fbbd7b2a0000bc2df59-pos_chain_2-generic_3-es_0.5_3.0-is_LC_discrete_&_1_,1-5de78fbbd7b2a0000bc2df59-pos_chain_2-generic_3,,1,neg,chain,[-1.  1.  0. -1.  0.  0.],0.828501415,0.9199359230974564,0.919935923,0.5,1,0.5,3,LC_discrete_&_134,[-1  0  0 -1  0  0],[-1.   0.5  0.  -1.   0.   0. ],0.914250707,[-1.   0.5 -0.  -1.   0.  -0. ],0.914250707,1,,,,,,3.22e-102,1.12e-16,9.149999999999999e-93,4.980000000000001e-181,2.93e-126,1.52e-52,,,1,[False  True False False False False]
1-5df3a70877f865293e86c0a0-ccause_3-generic_0-es_0.5_3.0-is_LC_discrete_&_1_,1-5df3a70877f865293e86c0a0-ccause_3-generic_0,,1,,ccause,[-0.5 -0.5  0.5  0.   0.5  0. ],0.616517506,0.6518446880886043,0.651844688,0.5,0,0.5,3,LC_discrete_&_135,[1 1 0 0 0 0],[1.  0.5 0.  0.  0.  0.5],0.878732187,[ 1.   0.5  0.   0.  -0.   0.5],0.878732187,0,,,,,,1.81e-07,1.56e-11,7.97e-63,2.21e-36,8.47e-59,6.56e-18,,,0,[False False False False False False]
1-5df3a70877f865293e86c0a0-collider_3-generic_1-es_0.5_3.0-is_LC_discrete_&_1_,1-5df3a70877f865293e86c0a0-collider_3-generic_1,,1,,collider,[ 0.5  0.5 -0.5  0.  -0.5  0. ],0.757464375,0.8769085090206673,0.876908509,0.5,0,0.5,3,LC_discrete_&_136,[0 1 0 1 0 0],[ 0.   0.5 -0.5  0.   0.   0. ],0.789957987,[-0.   0.5 -0.5 -0.  -0.  -0. ],0.789957987,0,,,,,,6.94e-30,2.16e-22,8.15e-19,3.15e-19,0.029745099,2.09e-35,,,0,[False False False False False False]
1-5df3a70877f865293e86c0a0-crime_0-label-es_0.5_3.0-is_LC_discrete_&_1_,1-5df3a70877f865293e86c0a0-crime_0-label,,1,,crime,[-1.   0.5  1.  -1.   0.5 -1. ],0.745176404,0.7039782677245108,0.703978268,0.5,1,0.5,3,LC_discrete_&_137,[-1.  -0.5  1.  -0.5  0.   0. ],[-1.  -0.5  1.  -1.  -0.5  0.5],0.860427368,[-1.  -0.5  1.  -1.  -0.5  0.5],0.860427368,1,,,,,,3.07e-27,8.3e-102,7.57e-57,3.95e-96,1.36e-75,4.57e-16,,,2,[False  True False  True False False]
1-5df3a70877f865293e86c0a0-pos_chain_2-generic_2-es_0.5_3.0-is_LC_discrete_&_1_,1-5df3a70877f865293e86c0a0-pos_chain_2-generic_2,,1,neg,chain,[ 0.   0.   0.  -0.5 -0.5  0.5],0.773128697,0.7009500136951298,0.700950014,0.5,1,0.5,3,LC_discrete_&_138,[-1  0  0 -1  0  0],[-1.  1.  0. -1.  0.  0.],0.828501415,[-1.  1.  0. -1. -0. -0.],0.828501415,1,,,,,,2.01e-07,4.12e-08,7.47e-49,5.1600000000000005e-31,4.5100000000000003e-129,1.69e-75,,,1,[False  True False False False False]
1-5e32ef0a66f7ac2bc3bbc675-ccause_3-generic_0-es_0.5_3.0-is_LC_discrete_&_1_,1-5e32ef0a66f7ac2bc3bbc675-ccause_3-generic_0,,1,,ccause,[0.5 0.5 0.  0.  0.  0. ],0.878732187,1.0,1.0,0.5,0,0.5,3,LC_discrete_&_139,[1 1 0 0 0 0],[0.5 0.5 0.  0.  0.  0. ],0.878732187,[0.5 0.5 0.  0.  0.  0. ],0.878732187,0,,,,,,7.31e-08,1.56e-08,5.02e-66,1.3e-13,1.66e-75,1.18e-72,,,0,[False False False False False False]
1-5e32ef0a66f7ac2bc3bbc675-collider_3-generic_1-es_0.5_3.0-is_LC_discrete_&_1_,1-5e32ef0a66f7ac2bc3bbc675-collider_3-generic_1,,1,,collider,[0. 1. 0. 1. 0. 0.],1.0,1.0,1.0,0.5,0,0.5,3,LC_discrete_&_140,[0 1 0 1 0 0],[0. 1. 0. 1. 0. 0.],1.0,[ 0.  1.  0.  1. -0.  0.],1.0,0,,,,,,2.25e-78,3.4e-165,2.09e-84,6.65e-14,8.01e-119,6.71e-20,,,0,[False False False False False False]
1-5e32ef0a66f7ac2bc3bbc675-crime_5-label-es_0.5_3.0-is_LC_discrete_&_1_,1-5e32ef0a66f7ac2bc3bbc675-crime_5-label,,1,,crime,[ 1.  -0.5  0.5  0.5  0.   0. ],0.630725527,0.6077677297236319,0.60776773,0.5,0,0.5,3,LC_discrete_&_141,[-1.  -0.5  1.  -0.5  0.   0. ],[-1.  -0.5  1.  -0.5  0.   0.5],0.919417704,[-1.  -0.5  1.  -0.5 -0.   0.5],0.919417704,0,,,,,,5.56e-214,1.81e-13,1.2500000000000001e-77,0.004028732,2.97e-86,2.58e-77,,,2,[False  True False  True False False]
1-5e32ef0a66f7ac2bc3bbc675-pos_chain_2-generic_2-es_0.5_3.0-is_LC_discrete_&_1_,1-5e32ef0a66f7ac2bc3bbc675-pos_chain_2-generic_2,,1,neg,chain,[1.  0.5 0.  1.  0.  0. ],0.507407817,0.5302238243882371,0.530223824,0.5,1,0.5,3,LC_discrete_&_142,[-1  0  0 -1  0  0],[-1.   0.5  0.  -1.   0.   0. ],0.914250707,[-1.   0.5 -0.  -1.  -0.  -0. ],0.914250707,1,,,,,,5.79e-78,3.98e-101,1.92e-145,2.09e-211,2.24e-169,2.02e-155,,,1,[False  True False False False False]
1-5e370958fbc3bf68f59c8998-ccause_3-generic_0-es_0.5_3.0-is_LC_discrete_&_1_,1-5e370958fbc3bf68f59c8998-ccause_3-generic_0,,1,,ccause,[1.  1.  0.5 0.  0.  0. ],0.914250707,0.8561610095543848,0.85616101,0.5,0,0.5,3,LC_discrete_&_143,[1 1 0 0 0 0],[1.  1.  0.  0.5 0.  0.5],0.878732187,[ 1.   1.   0.   0.5 -0.   0.5],0.878732187,0,,,,,,5.480000000000001e-21,1.82e-52,2.11e-127,5.77e-25,1.73e-112,1.1900000000000001e-73,,,0,[False False False False False False]
1-5e370958fbc3bf68f59c8998-collider_3-generic_1-es_0.5_3.0-is_LC_discrete_&_1_,1-5e370958fbc3bf68f59c8998-collider_3-generic_1,,1,,collider,[0. 1. 0. 1. 0. 0.],1.0,1.0,1.0,0.5,0,0.5,3,LC_discrete_&_144,[0 1 0 1 0 0],[0. 1. 0. 1. 0. 0.],1.0,[-0.  1. -0.  1.  0. -0.],1.0,0,,,,,,2.8400000000000003e-129,2.03e-39,1.1e-155,1.7899999999999998e-115,1.98e-236,5.69e-172,,,0,[False False False False False False]
1-5e370958fbc3bf68f59c8998-crime_0-label-es_0.5_3.0-is_LC_discrete_&_1_,1-5e370958fbc3bf68f59c8998-crime_0-label,,1,,crime,[-1.  -0.5  1.  -1.  -0.5 -0.5],0.860427368,0.8719631200671041,0.87196312,0.5,0,0.5,3,LC_discrete_&_145,[-1.  -0.5  1.  -0.5  0.   0. ],[-1.  -0.5  1.  -0.5  0.   0. ],1.0,[-1.  -0.5  1.  -0.5 -0.   0. ],1.0,0,,,,,,2.92e-84,4.01e-74,1.1099999999999999e-67,3.66e-99,3.85e-171,1.2899999999999999e-176,,,2,[False  True False  True False False]
1-5e370958fbc3bf68f59c8998-pos_chain_3-generic_2-es_0.5_3.0-is_LC_discrete_&_1_,1-5e370958fbc3bf68f59c8998-pos_chain_3-generic_2,,1,pos,chain,[0.5 0.5 0.  0.5 0.  0. ],0.851477869,0.8196660730665135,0.819666073,0.5,1,0.5,3,LC_discrete_&_146,[1 0 0 1 0 0],[1.  1.  0.  1.  0.  0.5],0.808258753,[1.  1.  0.  1.  0.  0.5],0.808258753,1,,,,,,3.81e-98,2.2399999999999998e-38,5.05e-98,5.62e-54,2.97e-100,3.83e-177,,,1,[False  True False False False False]
1-5e3af1046218720332ff9cea-ccause_3-generic_0-es_0.5_3.0-is_LC_discrete_&_1_,1-5e3af1046218720332ff9cea-ccause_3-generic_0,,1,,ccause,[0.5 0.5 0.  0.  0.  0.5],0.851477869,0.8438262381113939,0.843826238,0.5,0,0.5,3,LC_discrete_&_147,[1 1 0 0 0 0],[1. 1. 0. 0. 0. 0.],1.0,[ 1.  1. -0.  0.  0.  0.],1.0,0,,,,,,2.5e-39,1.67e-38,2.5e-178,2.8e-94,3.57e-138,0.003131112,,,0,[False False False False False False]
1-5e3af1046218720332ff9cea-collider_2-generic_1-es_0.5_3.0-is_LC_discrete_&_1_,1-5e3af1046218720332ff9cea-collider_2-generic_1,,1,,collider,[ 0. -1.  0. -1.  0.  0.],1.0,1.0,1.0,0.5,0,0.5,3,LC_discrete_&_148,[ 0 -1  0 -1  0  0],[ 0. -1.  0. -1.  0.  0.],1.0,[ 0. -1. -0. -1. -0. -0.],1.0,0,,,,,,4.1100000000000005e-70,2.4100000000000002e-70,4.5999999999999997e-60,5.81e-63,5.08e-212,8.39e-238,,,0,[False False False False False False]
1-5e3af1046218720332ff9cea-crime_control_5-nolabel_control-es_0.5_3.0-is_LC_discrete_&_1_,1-5e3af1046218720332ff9cea-crime_control_5-nolabel_control,,1,control,crime,[ 1.  0.  1. -1.  0.  0.],0.658118271,0.6510087797739436,0.65100878,0.5,0,0.5,3,LC_discrete_&_149,[-1.  -0.5  1.  -0.5  0.   0. ],[-1.  -0.5  1.  -0.5 -0.5  0. ],0.919417704,[-1.  -0.5  1.  -0.5 -0.5 -0. ],0.919417704,0,,,,,,5.44e-89,2.58e-230,8.36e-157,1.0099999999999999e-190,2.23e-254,1.53e-77,,,2,[False  True False  True False False]
1-5e3af1046218720332ff9cea-pos_chain_2-generic_3-es_0.5_3.0-is_LC_discrete_&_1_,1-5e3af1046218720332ff9cea-pos_chain_2-generic_3,,1,neg,chain,[-1.   1.   0.  -1.   0.5  0. ],0.808258753,0.889903623487364,0.889903623,0.5,1,0.5,3,LC_discrete_&_150,[-1  0  0 -1  0  0],[-1.   1.   0.  -1.   0.  -0.5],0.808258753,[-1.   1.  -0.  -1.   0.  -0.5],0.808258753,1,,,,,,2.71e-61,1.32e-127,3.5000000000000005e-123,7.87e-217,4.61e-223,1.08e-14,,,1,[False  True False False False False]
1-5e5d61de94ec4d03111eefe3-ccause_3-generic_0-es_0.5_3.0-is_LC_discrete_&_1_,1-5e5d61de94ec4d03111eefe3-ccause_3-generic_0,,1,,ccause,[ 1. -1.  1.  1.  1.  1.],0.51492875,0.6530556667556446,0.653055667,0.5,0,0.5,3,LC_discrete_&_151,[1 1 0 0 0 0],[0.5 0.5 0.  0.  0.  0. ],0.878732187,[ 0.5  0.5 -0.   0.  -0.  -0. ],0.878732187,0,,,,,,2.13e-25,6.95e-21,1.66e-13,3.5e-23,1.25e-05,3.62e-18,,,0,[False False False False False False]
1-5e5d61de94ec4d03111eefe3-collider_3-generic_1-es_0.5_3.0-is_LC_discrete_&_1_,1-5e5d61de94ec4d03111eefe3-collider_3-generic_1,,1,,collider,[ 1. -1. -1.  1. -1.  1.],0.51492875,0.6273220037500351,0.627322004,0.5,0,0.5,3,LC_discrete_&_152,[0 1 0 1 0 0],[0.5 1.  0.  0.5 0.  0. ],0.878732187,[ 0.5  1.   0.   0.5 -0.   0. ],0.878732187,0,,,,,,1.01e-07,2.05e-73,1.52e-154,4.100000000000001e-37,3.43e-152,3.68e-71,,,0,[False False False False False False]
